contribution	date	full_text	helpful	rating	title	user
1	August 22, 2015	"In a trip to New York City that offered unbearably hot weather, painful stomach aches and boring trips to the Museum, one of the few highlights was getting the chance to see ""The Lion King"" Broadway Musical. When I first heard that they were making a musical out of the classic animated film from the 1990's, I was rather taken aback. However, surprisingly, it turned out to be a dream come true. Elaborately staged, beautifully acted and bringing back the popular songs we've come to love, ""The Lion King"" blew me away. No amount of words or adjectives can do justice to how good this musical truly is. Each actor, each song and each scene is perfectly brought back to life and celebrates the legacy of the film. Even more impressive, the show starts with a bang and ends with a bang. Despite the exhausting running time of 2 and half hours, you're never bored. In a nutshell, if you're a fan of the movie don't miss out on this wonderful play. I don't even watch many Broadway musicals, but this one reminded me of the nostalgic time when I first watched ""The Lion King"" as a young child. To put it into simplest terms, if you loved the movie, you'll love this musical. Chances are that you'll be humming the tunes as you make your way out of the theater. It's the opportunity of a lifetime, so don't make the mistake of missing out in it."	42	5	A Dream Come True	Hassan I
35	August 24, 2015	For my dads 83rd birthday party,he took us all(19 of us) to see The Lion King. Always wanted to go. We were thrilled. Atmosphere in theatre was unique. Costumes,performance,music were unbelievable.One of the best shows I ever saw !	8	5	Birthday party	marc z
25	August 25, 2015	We absolutely loved this show. Within 5 minutes of the show starting I was practically in tears - it was just so amazing. The actor who play Rafiki was absolutely outstanding and we think of her often (even though we have been to see it in London's West end since) - she is something special!	34	5	Absolutely magnificent!	BeaDi_18
25	September 5, 2015	Bestest show I have ever seen and the whole family thoroughly enjoyed every moment. Specially entertaining for younger kids. Ample parking is available in parking garages around. We booked parking spot online, it turned out fine. 	4	5	Amazing! 	Ahmad K
2	September 24, 2015	"Talk about opening a show with a bang! ""Circle of Life"" gave me life. This was the best live show I have ever seen! I went home and watched the movie for the 10th time after seeing this show. The production was amazing. The choreography was fantastic. And the singing vocals blended together seamlessly. I highly recommend this show to everyone. I would definitely see this again."	123	5	The Lion King is king of Broadway	iheartnewyork2015
22	October 2, 2015	My third time seeing this performance, still spectacular! Kids loved it, and the scenery still inspires! Only wish they may do something new now and again.	13	4	Summer end celebration!	Merryhope77
30	October 8, 2015	Amazing!!!! What is there not to like? There is a reason this production has been around as long as it has. Try to book aisle seats in orchestra section	8	5	Great!!!!	Leon H
7	October 13, 2015	Intimate theatre where all the seats are great, doesn't matter where you sit, the view and atmosphere is FANTASTIC. Costumes are colourful and bright, acting and singing top notch. Without doubt made our stay in New York	2	5	Totally AMAZING	Lynn P
39	October 17, 2015	We watched the show at the beginning of October - amazing show! Definitely a MUST SEE show in New York. Everything in this show is so fabulous - the set and decorations, the costumes of the  actors, the music - absolutely wonderful! Some tips about the seats at Minskoff theatre: 1. The theatre is not so big (as we thought after looking at some pictures over the web) - you can see good enough from any seat. 2. Our seats were: Orchestra section, Row L, seats 2 and 4 (on the aisle). Those seats are on the right wing of the theatre, therefore they are less expensive than the seats on the center. The view was great, close to the stage, very recommended. Watch the animals crossing next to you during the show :) For conclusion: The LION KING show - very recommended!!	15	5	!!Amazing show, the best in Manhattan	Elad05092015
288	October 29, 2015	This is an amazing production. Characters are all over - in the balcony, in the aisles. The sound is very good and the seating comfortable. Be sure to see it. Worth the money.	48	5	Wow	BobtheBuilder39
70	November 4, 2015	"We thoroughly enjoyed the Lion King. From the costumes, the songs, the acting, the ambiance it was magnificent! This is a play for all family members. We saw seniors to kids in the audience. I now it was ""only"" a play but it was very moving and engaging."	26	5	The Lion King Roars	Lee R
613	November 11, 2015	This was my second time seeing The Lion King, and it never disappoints. The innovative nature of the costuming, puppetry, and sets is positively astounding. I am even impressed with how they are constantly making tiny tweaks to certain scenes and adapting jokes to be more contemporary. Every time you see, something will be new. If you can, I would recommend getting seats close to the aisle as often the characters walk right by you, and it is incredible to be able to see the intricacy of the costuming up close. However, no matter where you sit, even if in the balcony, the show really does a phenomenal job of drawing you in to the point where everyone feels included. This is certainly on the top of my list of things to do and see for tourists - or even locals - in NYC!	175	5	Truly the King of all Broadway shows	waverider681
26	November 18, 2015	This show has been playing for 18 years and as many times as we have been to New York, we had never seen it. We needed something to occupy 1 extra night in the city, so I purchased tickets for hubby and myself.... No children. My husband thought I had made a bad choice when he saw all the children in the theatre, but once it began..... He, we were mesmerized!!!!  I knew beforehand about the characters entrance into the theatre, but didn't tell my husband and enjoyed the look on his face as he watched the animals all come prancing beside him by his aisle seat!!! It was wonderful and Ai can see why after 28 years, it is still intriguing audiences.	11	5	Spectacular!!!	wlsteen
